region_pair,arch,tunnel,workload,loss_pct,n_runs,connect_max_ms_mean,connect_max_ms_stdev,connect_mean_ms_mean,connect_mean_ms_stdev,connect_min_ms_mean,connect_min_ms_stdev,connect_sd_ms_mean,connect_sd_ms_stdev,cpu_pct_mean_mean,cpu_pct_mean_stdev,goodput_tcp_mbps_mean,goodput_tcp_mbps_stdev,goodput_udp_mbps_mean,goodput_udp_mbps_stdev,h2load_done_mean,h2load_done_stdev,h2load_errored_mean,h2load_errored_stdev,h2load_failed_mean,h2load_failed_stdev,h2load_succeeded_mean,h2load_succeeded_stdev,h2load_total_mean,h2load_total_stdev,http_2xx_mean,http_2xx_stdev,http_4xx_mean,http_4xx_stdev,http_5xx_mean,http_5xx_stdev,http_success_pct_mean,http_success_pct_stdev,n_curl_attempts_mean,n_curl_attempts_stdev,n_curl_ok_mean,n_curl_ok_stdev,observed_loss_pct_mean,observed_loss_pct_stdev,req_max_ms_mean,req_max_ms_stdev,req_mean_ms_mean,req_mean_ms_stdev,req_min_ms_mean,req_min_ms_stdev,req_per_sec_mean,req_per_sec_stdev,req_sd_ms_mean,req_sd_ms_stdev,retrans_count_mean,retrans_count_stdev,rtt_max_ms_mean,rtt_max_ms_stdev,rtt_mdev_ms_mean,rtt_mdev_ms_stdev,rtt_mean_ms_mean,rtt_mean_ms_stdev,rtt_min_ms_mean,rtt_min_ms_stdev,rx_bytes_delta_mean,rx_bytes_delta_stdev,ttfb_max_ms_mean,ttfb_max_ms_stdev,ttfb_mean_ms_mean,ttfb_mean_ms_stdev,ttfb_min_ms_mean,ttfb_min_ms_stdev,ttfb_p50_ms_mean,ttfb_p50_ms_stdev,ttfb_p95_ms_mean,ttfb_p95_ms_stdev,ttfb_p99_ms_mean,ttfb_p99_ms_stdev,ttfb_sd_ms_mean,ttfb_sd_ms_stdev,tx_bytes_delta_mean,tx_bytes_delta_stdev,anomaly_count
HIGH-arm,arm64,wireguard-udp,web-mix,10.0,3,2603.333,231.157,531.897,33.579,399.497,2.183,400.36,51.872,2.428,0.681,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,1803.333,315.647,273.683,0.418,196.687,0.015,910.327,108.219,188.76,4.806,,,,,,,,,,,1716289.333,6800.811,2800.0,234.307,790.323,45.521,597.267,2.299,,,,,,,421.863,47.27,330665.333,8139.083,0
HIGH-arm,arm64,wireguard-udp,web-mix,20.0,3,2743.333,301.386,774.01,90.384,397.9,0.997,599.683,72.132,2.251,0.889,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,3983.333,1188.879,356.593,8.296,196.707,0.006,616.5,93.952,372.707,36.385,,,,,,,,,,,1702725.333,4632.049,3983.333,1172.959,1203.333,77.675,596.093,1.65,,,,,,,785.207,121.74,292144,780.4,0
HIGH-x64,x86_64,wireguard-tcp-fast,long-transfer,0.0,3,,,,,,,,,40.382,1.008,244.763,69.521,958.858,1.537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,0,0.0,34
HIGH-x64,x86_64,wireguard-tcp-fast,long-transfer,0.5,3,,,,,,,,,41.751,1.614,300.044,43.601,957.711,4.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,0,0.0,33
HIGH-x64,x86_64,wireguard-tcp-fast,long-transfer,1.0,3,,,,,,,,,39.959,1.44,200.148,27.675,970.13,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,0,0.0,25
HIGH-x64,x86_64,wireguard-tcp-fast,long-transfer,2.0,3,,,,,,,,,39.944,1.756,168.673,9.096,972.343,1.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,0,0.0,23
HIGH-x64,x86_64,wireguard-tcp-fast,long-transfer,3.0,2,,,,,,,,,41.612,0.509,187.559,31.287,967.775,7.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,0,0.0,19
HIGH-x64,x86_64,wireguard-tcp-fast,long-transfer,5.0,3,,,,,,,,,30.297,16.89,214.84,51.86,973.485,2.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,0,0.0,23
HIGH-x64,x86_64,wireguard-tcp-fast,long-transfer,10.0,3,,,,,,,,,42.562,15.148,463.944,38.103,991.863,1.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,210.667,100.585,,,,,,,,,,,,,,,0,0.0,0
HIGH-x64,x86_64,wireguard-tcp-fast,long-transfer,20.0,3,,,,,,,,,42.567,15.157,434.975,22.714,993.218,2.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,210.667,35.852,,,,,,,,,,,,,,,0,0.0,0
HIGH-x64,x86_64,wireguard-tcp-fast,short-transfer,0.0,3,,,,,,,,,4.058,2.93,,,,,,,,,,,,,,,,,,,,,99.914,0.149,529.333,122.398,529,122.976,,,,,,,,,272.525,470.608,,,,,,,,,,,,,92,159.349,,,,,,,400.068,345.95,532.871,460.788,569.956,493.118,,,0,0.0,30
HIGH-x64,x86_64,wireguard-tcp-fast,short-transfer,0.5,3,,,,,,,,,8.476,5.781,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,0.818,0.004,,,,,,,,,,,,,0,0.0,,,,,,,599.964,0.152,800.176,1.284,887.895,8.756,,,0,0.0,26
HIGH-x64,x86_64,wireguard-tcp-fast,short-transfer,1.0,3,,,,,,,,,14.248,0.453,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,0.823,0.007,,,,,,,,,,,,,0,0.0,,,,,,,600.222,0.022,800.759,0.277,897.099,36.022,,,0,0.0,27
HIGH-x64,x86_64,wireguard-tcp-fast,short-transfer,2.0,3,,,,,,,,,8.47,5.884,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,0.813,0.007,,,,,,,,,,,,,0,0.0,,,,,,,599.978,0.174,800.089,1.504,858.575,37.738,,,0,0.0,32
HIGH-x64,x86_64,wireguard-tcp-fast,short-transfer,3.0,3,,,,,,,,,2.368,0.03,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,0.815,0.003,,,,,,,,,,,,,0,0.0,,,,,,,599.861,0.099,798.998,0.292,879.978,14.89,,,0,0.0,24
HIGH-x64,x86_64,wireguard-tcp-fast,short-transfer,5.0,3,,,,,,,,,2.499,0.257,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,0.814,0.006,,,,,,,,,,,,,0,0.0,,,,,,,599.759,0.026,799.057,0.369,875.592,23.203,,,0,0.0,30
HIGH-x64,x86_64,wireguard-tcp-fast,short-transfer,10.0,3,,,,,,,,,1.352,0.388,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,0.832,0.001,,,,,,,,,,,,,1296,0.0,,,,,,,599.789,0.701,798.977,0.263,799.504,0.177,,,0,0.0,0
HIGH-x64,x86_64,wireguard-tcp-fast,short-transfer,20.0,3,,,,,,,,,7.361,5.65,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,0.825,0.006,,,,,,,,,,,,,1326.667,53.116,,,,,,,607.235,7.322,808.852,9.997,811.366,10.359,,,0,0.0,0
HIGH-x64,x86_64,wireguard-tcp-fast,ssh-interactive,0.0,3,,,,,,,,,2.018,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,338.38,1.825,16.222,1.849,202.12,0.787,198.477,0.031,0,0.0,,,,,,,,,,,,,,,0,0.0,30
HIGH-x64,x86_64,wireguard-tcp-fast,ssh-interactive,0.5,3,,,,,,,,,1.686,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,330.516,5.05,13.499,1.632,201.193,0.703,198.479,0.022,0,0.0,,,,,,,,,,,,,,,0,0.0,26
HIGH-x64,x86_64,wireguard-tcp-fast,ssh-interactive,1.0,3,,,,,,,,,1.863,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,338.156,1.797,15.36,2.189,201.835,0.941,198.455,0.005,0,0.0,,,,,,,,,,,,,,,0,0.0,29
HIGH-x64,x86_64,wireguard-tcp-fast,ssh-interactive,2.0,3,,,,,,,,,1.917,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,333.94,2.393,14.848,1.218,201.694,0.509,198.462,0.013,0,0.0,,,,,,,,,,,,,,,0,0.0,29
HIGH-x64,x86_64,wireguard-tcp-fast,ssh-interactive,3.0,3,,,,,,,,,1.787,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,337.283,4.071,14.444,1.072,201.476,0.397,198.464,0.025,0,0.0,,,,,,,,,,,,,,,0,0.0,26
HIGH-x64,x86_64,wireguard-tcp-fast,ssh-interactive,5.0,3,,,,,,,,,1.926,0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,339.492,3.881,15.154,1.014,201.7,0.547,198.473,0.015,0,0.0,,,,,,,,,,,,,,,0,0.0,29
HIGH-x64,x86_64,wireguard-tcp-fast,ssh-interactive,10.0,3,,,,,,,,,12.469,0.468,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,239.791,47.458,1.863,1.724,203.036,0.088,202.381,0.01,105.333,71.591,,,,,,,,,,,,,,,0,0.0,0
HIGH-x64,x86_64,wireguard-tcp-fast,ssh-interactive,20.0,3,,,,,,,,,12.753,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,239.392,56.227,2.216,1.672,201.834,2.07,200.954,2.463,94.667,53.116,,,,,,,,,,,,,,,0,0.0,0
HIGH-x64,x86_64,wireguard-tcp-fast,web-mix,0.0,3,426.977,0.136,413.857,1.13,401.96,2.543,7.287,0.733,5.053,0.949,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,295.577,97.467,200.953,2.164,198.447,0.006,1980.43,90.671,5.711,4.884,,,,,,,,,,,0,0.0,626.81,0.625,613.473,1.59,602.073,3.493,,,,,,,6.927,1.124,0,0.0,26
HIGH-x64,x86_64,wireguard-tcp-fast,web-mix,0.5,3,439.073,26.482,420.157,12.555,401.13,0.969,11.443,8.822,4.27,0.899,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,331.8,112.662,201.473,4.275,198.457,0.006,1932.42,132.797,11.235,16.665,,,,,,,,,,,0,0.0,638.08,26.49,619.887,11.937,601.18,1.285,,,,,,,11.053,9.126,0,0.0,34
HIGH-x64,x86_64,wireguard-tcp-fast,web-mix,1.0,3,430.87,12.354,419.913,12.612,408.347,13.068,6.563,0.085,5.357,2.354,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,279.41,106.429,199.737,1.04,198.453,0.006,2005.887,95.404,5.701,5.024,,,,,,,,,,,0,0.0,629.763,12.575,619.4,12.952,607.63,13.01,,,,,,,6.353,0.248,0,0.0,34
HIGH-x64,x86_64,wireguard-tcp-fast,web-mix,2.0,3,423.883,2.01,412.137,0.312,399.987,0.811,6.83,0.62,5.802,1.55,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,301.75,97.871,201.95,5.049,198.453,0.006,1990.107,78.718,10.79,13.11,,,,,,,,,,,0,0.0,653.78,52.319,640.433,48.962,626.153,47.36,,,,,,,7.873,2.407,0,0.0,30
HIGH-x64,x86_64,wireguard-tcp-fast,web-mix,3.0,3,424.103,2.048,412.167,0.907,400.903,0.797,6.843,0.3,6.603,4.903,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,353.2,75.796,204.933,6.062,198.44,0.026,1923.563,89.829,18.56,15.182,,,,,,,,,,,0,0.0,623.39,1.408,611.8,0.454,600.71,0.168,,,,,,,6.753,0.25,0,0.0,23
HIGH-x64,x86_64,wireguard-tcp-fast,web-mix,5.0,3,494.877,74.486,437.51,40.359,426.53,42.848,11.437,10.047,6.442,2.137,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,333.35,111.995,200.03,0.702,198.473,0.04,1940.18,45.501,8.267,5.983,,,,,,,,,,,0,0.0,695.62,74.561,640.93,46.042,631.423,51.934,,,,,,,10.173,11.139,0,0.0,23
HIGH-x64,x86_64,wireguard-tcp-fast,web-mix,10.0,3,433.737,0.31,420.067,0.214,408.953,0.605,7.25,0.425,14.317,0.199,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,338.093,115.583,202.953,0.194,202.297,0.012,1930.747,87.757,5.506,4.468,,,,,,,,,,,10.667,18.475,636.367,0.248,623.143,0.394,613.063,0.985,,,,,,,6.94,0.469,0,0.0,0
HIGH-x64,x86_64,wireguard-tcp-fast,web-mix,20.0,3,482.143,78.246,466.293,72.561,409.333,1.595,19.077,19.005,15.317,0.894,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,403.18,4.963,203.29,0.053,202.33,0.0,1852.683,53.301,8.3,3.178,,,,,,,,,,,10.667,18.475,685.867,78.112,671.613,71.734,612.81,2.017,,,,,,,19.303,19.064,0,0.0,0
HIGH-x64,x86_64,wireguard-udp,long-transfer,0.0,3,,,,,,,,,40.161,0.072,286.088,60.696,974.509,4.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,31053876,2283632.825,,,,,,,,,,,,,,,10980216218.667,457354071.618,0
HIGH-x64,x86_64,wireguard-udp,long-transfer,0.5,3,,,,,,,,,36.331,2.03,6.99,0.838,971.461,5.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,1600794.667,460086.393,,,,,,,,,,,,,,,8580126349.333,11143208.076,0
HIGH-x64,x86_64,wireguard-udp,long-transfer,1.0,3,,,,,,,,,37.402,1.503,4.308,0.266,969.635,2.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,1153376,86787.543,,,,,,,,,,,,,,,8517244506.667,1734132.593,0
HIGH-x64,x86_64,wireguard-udp,long-transfer,2.0,3,,,,,,,,,36.983,1.572,2.549,0.053,954.229,2.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,665865.333,124458.208,,,,,,,,,,,,,,,8411890905.333,1090420.199,0
HIGH-x64,x86_64,wireguard-udp,long-transfer,3.0,3,,,,,,,,,35.916,1.3,1.852,0.036,946.529,7.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,575312,60570.98,,,,,,,,,,,,,,,8320106262.667,287830.334,0
HIGH-x64,x86_64,wireguard-udp,long-transfer,5.0,3,,,,,,,,,35.627,0.746,1.254,0.035,929.128,3.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,360000,11758.851,,,,,,,,,,,,,,,8141039697.333,682771.52,0
HIGH-x64,x86_64,wireguard-udp,long-transfer,10.0,3,,,,,,,,,13.587,17.611,0.718,0.044,882.065,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,230590.667,6680.538,,,,,,,,,,,,,,,2573823976,4446848810.895,0
HIGH-x64,x86_64,wireguard-udp,long-transfer,20.0,2,,,,,,,,,34.863,1.178,0.391,0.016,784.848,3.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,162284,10487.808,,,,,,,,,,,,,,,6851459292,443865.069,0
HIGH-x64,x86_64,wireguard-udp,short-transfer,0.0,3,,,,,,,,,12.921,0.447,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,0.805,0.008,,,,,,,,,,,,,239268825.333,4470.423,,,,,,,608.496,6.978,815.312,9.523,831.716,12.133,,,9882054.667,59179.586,0
HIGH-x64,x86_64,wireguard-udp,short-transfer,0.5,3,,,,,,,,,10.476,4.196,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,0.788,0.013,,,,,,,,,,,,,239266858.667,6193.938,,,,,,,612.144,7.574,822.856,1.49,1463.282,178.783,,,9505264,97099.302,0
HIGH-x64,x86_64,wireguard-udp,short-transfer,1.0,3,,,,,,,,,1.542,0.286,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,0.797,0.01,,,,,,,,,,,,,239262348,3470.165,,,,,,,602.972,0.074,855.271,0.229,1459.753,150.673,,,9298438.667,22992.601,0
HIGH-x64,x86_64,wireguard-udp,short-transfer,2.0,3,,,,,,,,,1.353,0.024,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,0.774,0.007,,,,,,,,,,,,,239275896,7306.592,,,,,,,598.734,7.828,1195.755,17.349,1645.866,10.596,,,9328358.667,135334.159,0
HIGH-x64,x86_64,wireguard-udp,short-transfer,3.0,3,,,,,,,,,1.531,0.326,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,0.76,0.006,,,,,,,,,,,,,239276074.667,4486.71,,,,,,,611.911,7.86,1226.523,6.205,1658.566,17.455,,,9271941.333,105673.545,0
HIGH-x64,x86_64,wireguard-udp,short-transfer,5.0,3,,,,,,,,,1.439,0.268,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,0.698,0.013,,,,,,,,,,,,,239295041.333,3716.19,,,,,,,617.068,0.362,1641.904,21.396,2099.656,206.697,,,9029085.333,101173.954,0
HIGH-x64,x86_64,wireguard-udp,short-transfer,10.0,3,,,,,,,,,1.358,0.265,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,0.629,0.006,,,,,,,,,,,,,239317161.333,1961.641,,,,,,,733.523,113.516,2053.19,36.477,3219.192,177.855,,,8580958.667,84636.007,0
HIGH-x64,x86_64,wireguard-udp,short-transfer,20.0,3,,,,,,,,,1.188,0.187,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,0.485,0.005,,,,,,,,,,,,,239393802.667,13674.604,,,,,,,1040.728,72.786,3134.442,96.356,5403.97,285.2,,,7831057.333,130607.746,0
HIGH-x64,x86_64,wireguard-udp,ssh-interactive,0.0,3,,,,,,,,,0.921,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,349.045,4.557,11.427,0.799,205.616,0.212,203.893,0.006,132132,103.923,,,,,,,,,,,,,,,132233.333,53.116,0
HIGH-x64,x86_64,wireguard-udp,ssh-interactive,0.5,3,,,,,,,,,0.873,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,0.667,0.379,,,,,,,,,,,,,330.134,22.862,8.8,1.92,201.439,3.18,198.56,0.039,131218.667,381.834,,,,,,,,,,,,,,,131317.333,399.847,0
HIGH-x64,x86_64,wireguard-udp,ssh-interactive,1.0,3,,,,,,,,,0.99,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,0.767,0.252,,,,,,,,,,,,,337.96,6.764,10.922,0.722,200.179,0.159,198.54,0.022,131150.667,349.636,,,,,,,,,,,,,,,131252,332.433,0
HIGH-x64,x86_64,wireguard-udp,ssh-interactive,2.0,3,,,,,,,,,0.989,0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,1.933,0.058,,,,,,,,,,,,,321.147,19.065,10.601,3.803,200.18,0.777,198.519,0.012,129657.333,92.635,,,,,,,,,,,,,,,129758.667,66.01,0
HIGH-x64,x86_64,wireguard-udp,ssh-interactive,3.0,3,,,,,,,,,1.019,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,3.267,0.058,,,,,,,,,,,,,335.901,4.921,10.921,1.276,200.152,0.232,198.534,0.03,127950.667,154.73,,,,,,,,,,,,,,,128020,158.947,0
HIGH-x64,x86_64,wireguard-udp,ssh-interactive,5.0,3,,,,,,,,,0.986,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,4.633,0.702,,,,,,,,,,,,,327.213,20.623,11.773,1.683,200.389,0.359,198.552,0.031,126201.333,913.475,,,,,,,,,,,,,,,126302.667,904.958,0
HIGH-x64,x86_64,wireguard-udp,ssh-interactive,10.0,3,,,,,,,,,0.909,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,9.167,0.153,,,,,,,,,,,,,339.209,1.448,11.248,0.683,202.08,3.406,200.419,3.236,120338.667,203.345,,,,,,,,,,,,,,,120437.333,243.978,0
HIGH-x64,x86_64,wireguard-udp,ssh-interactive,20.0,3,,,,,,,,,0.888,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,18.867,1.002,,,,,,,,,,,,,320.511,17.336,9.94,2.887,205.629,0.618,204.131,0.016,108494.667,780.813,,,,,,,,,,,,,,,108084,1358.746,0
HIGH-x64,x86_64,wireguard-udp,web-mix,0.0,3,483.103,82.287,472.297,82.388,461.277,81.523,6.423,0.076,5.85,2.103,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,642.293,405.046,223.027,31.605,203.853,0.015,1690.083,303.464,63.927,100.538,,,,,,,,,,,1719409.333,11447.942,687.667,82.735,677.96,83.565,666.903,80.931,,,,,,,5.9,0.336,344185.333,10835.087,0
HIGH-x64,x86_64,wireguard-udp,web-mix,0.5,3,635.093,342.003,428.427,5.783,412.013,2.184,33.583,45.322,3.407,0.414,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,694.883,115.342,211.853,5.358,203.83,0.017,1650.123,28.939,38.737,1.107,,,,,,,,,,,1702760,13601.286,918.58,295.679,639.67,9.344,617.88,2.474,,,,,,,48.373,48.657,327722.667,20276.769,0
HIGH-x64,x86_64,wireguard-udp,web-mix,1.0,3,652.903,378.537,447.993,42.97,414.397,2.804,54.997,84.146,5.296,3.223,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,842.097,33.409,212.993,5.845,203.86,0.026,1577.127,68.856,50.86,8.376,,,,,,,,,,,1687768,12541.872,855.693,376.121,683.77,96.043,666.25,81.084,,,,,,,46.107,69.589,322926.667,16087.662,0
HIGH-x64,x86_64,wireguard-udp,web-mix,2.0,3,817.233,660.578,443.01,33.318,411.853,0.774,85.513,136.188,3.897,0.344,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,1290.0,113.578,227.847,4.663,203.84,0.01,1350.033,44.387,93.983,5.216,,,,,,,,,,,1698278.667,23860.338,1392.793,653.647,694.623,57.991,645.013,49.896,,,,,,,141.273,127.15,312192,27890.726,0
HIGH-x64,x86_64,wireguard-udp,web-mix,3.0,3,1440.0,17.321,543.167,74.097,460.597,82.639,234.393,23.313,4.313,1.951,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,1110.0,50.0,230.59,5.175,203.843,0.015,1219.92,18.93,104.033,7.903,,,,,,,,,,,1704533.333,16243.435,1736.667,151.438,774.377,63.343,666.277,81.961,,,,,,,258.877,11.948,326084,21865.45,0
HIGH-x64,x86_64,wireguard-udp,web-mix,5.0,3,1213.333,222.336,485.677,42.069,412.687,0.462,192.44,85.84,3.773,0.396,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,1400.0,537.029,239.327,4.984,203.847,0.006,1152.733,142.815,122.693,11.499,,,,,,,,,,,1691526.667,9104.949,1560.0,234.307,725.537,40.102,619.367,2.6,,,,,,,233.76,85.639,313248,12055.084,0
HIGH-x64,x86_64,wireguard-udp,web-mix,10.0,3,1636.667,366.652,554.927,53.222,411.28,0.815,324.913,80.507,2.445,0.251,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,2483.333,80.829,280.547,5.483,203.86,0.01,930.6,80.406,207.727,9.168,,,,,,,,,,,1700986.667,6441.064,2906.667,75.056,892.71,72.274,617.377,0.518,,,,,,,478.143,58.576,303386.667,4257.393,0
HIGH-x64,x86_64,wireguard-udp,web-mix,20.0,3,2646.667,288.675,842.153,73.168,414.057,0.915,544.36,71.326,2.319,1.692,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,9360.0,9578.324,399.6,24.857,203.847,0.015,480.683,246.197,574.647,333.319,,,,,,,,,,,1716786.667,21741.723,9333.333,9957.773,1463.333,162.891,619.463,1.21,,,,,,,1439.847,1230.102,304025.333,18832.139,0
LAN-arm,arm64,wireguard-tcp-fast,long-transfer,0.0,3,,,,,,,,,64.207,1.649,2918.433,10.459,999.799,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,92,0.0,,,,,,,,,,,,,,,0,0.0,0
LAN-arm,arm64,wireguard-tcp-fast,long-transfer,0.5,3,,,,,,,,,65.273,2.68,2910.95,8.173,999.693,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,30.667,53.116,,,,,,,,,,,,,,,0,0.0,16
LAN-arm,arm64,wireguard-tcp-fast,long-transfer,1.0,3,,,,,,,,,65.645,2.671,2922.687,19.482,999.809,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,0,0.0,26
LAN-arm,arm64,wireguard-tcp-fast,long-transfer,2.0,3,,,,,,,,,63.472,1.234,2940.334,20.39,999.566,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,0,0.0,34
LAN-arm,arm64,wireguard-tcp-fast,long-transfer,3.0,3,,,,,,,,,63.864,2.751,2867.958,12.377,999.729,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,53.333,92.376,,,,,,,,,,,,,,,0,0.0,21
