region_pair,arch,tunnel,workload,loss_pct,n_runs,connect_max_ms_mean,connect_max_ms_stdev,connect_mean_ms_mean,connect_mean_ms_stdev,connect_min_ms_mean,connect_min_ms_stdev,connect_sd_ms_mean,connect_sd_ms_stdev,cpu_pct_mean_mean,cpu_pct_mean_stdev,goodput_tcp_mbps_mean,goodput_tcp_mbps_stdev,goodput_udp_mbps_mean,goodput_udp_mbps_stdev,h2load_done_mean,h2load_done_stdev,h2load_errored_mean,h2load_errored_stdev,h2load_failed_mean,h2load_failed_stdev,h2load_succeeded_mean,h2load_succeeded_stdev,h2load_total_mean,h2load_total_stdev,http_2xx_mean,http_2xx_stdev,http_4xx_mean,http_4xx_stdev,http_5xx_mean,http_5xx_stdev,http_success_pct_mean,http_success_pct_stdev,n_curl_attempts_mean,n_curl_attempts_stdev,n_curl_ok_mean,n_curl_ok_stdev,observed_loss_pct_mean,observed_loss_pct_stdev,req_max_ms_mean,req_max_ms_stdev,req_mean_ms_mean,req_mean_ms_stdev,req_min_ms_mean,req_min_ms_stdev,req_per_sec_mean,req_per_sec_stdev,req_sd_ms_mean,req_sd_ms_stdev,retrans_count_mean,retrans_count_stdev,rtt_max_ms_mean,rtt_max_ms_stdev,rtt_mdev_ms_mean,rtt_mdev_ms_stdev,rtt_mean_ms_mean,rtt_mean_ms_stdev,rtt_min_ms_mean,rtt_min_ms_stdev,rx_bytes_delta_mean,rx_bytes_delta_stdev,ttfb_max_ms_mean,ttfb_max_ms_stdev,ttfb_mean_ms_mean,ttfb_mean_ms_stdev,ttfb_min_ms_mean,ttfb_min_ms_stdev,ttfb_p50_ms_mean,ttfb_p50_ms_stdev,ttfb_p95_ms_mean,ttfb_p95_ms_stdev,ttfb_p99_ms_mean,ttfb_p99_ms_stdev,ttfb_sd_ms_mean,ttfb_sd_ms_stdev,tx_bytes_delta_mean,tx_bytes_delta_stdev,anomaly_count
LAN-arm,arm64,wireguard-tcp-fast,long-transfer,5.0,3,,,,,,,,,64.71,3.539,2893.323,25.406,999.682,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,0,0.0,23
LAN-arm,arm64,wireguard-tcp-fast,long-transfer,10.0,3,,,,,,,,,65.887,2.784,2913.308,16.496,999.63,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,0,0.0,32
LAN-arm,arm64,wireguard-tcp-fast,long-transfer,20.0,3,,,,,,,,,65.597,3.271,2916.018,11.521,999.717,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,0,0.0,33
LAN-arm,arm64,wireguard-tcp-fast,short-transfer,0.0,3,,,,,,,,,51.16,0.279,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,156.414,0.585,,,,,,,,,,,,,0,0.0,,,,,,,4.441,0.017,4.812,0.015,5.014,0.075,,,0,0.0,0
LAN-arm,arm64,wireguard-tcp-fast,short-transfer,0.5,3,,,,,,,,,50.994,0.462,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,157.698,3.386,,,,,,,,,,,,,0,0.0,,,,,,,4.364,0.097,4.827,0.256,5.105,0.362,,,0,0.0,0
LAN-arm,arm64,wireguard-tcp-fast,short-transfer,1.0,3,,,,,,,,,50.906,0.129,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,160.106,0.656,,,,,,,,,,,,,0,0.0,,,,,,,4.3,0.021,4.68,0.01,5.07,0.187,,,0,0.0,0
LAN-arm,arm64,wireguard-tcp-fast,short-transfer,2.0,3,,,,,,,,,50.979,0.433,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,158.667,0.293,,,,,,,,,,,,,0,0.0,,,,,,,4.338,0.025,4.712,0.035,5.193,0.285,,,0,0.0,0
LAN-arm,arm64,wireguard-tcp-fast,short-transfer,3.0,3,,,,,,,,,50.965,0.343,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,157.629,1.659,,,,,,,,,,,,,0,0.0,,,,,,,4.378,0.037,4.807,0.139,5.26,0.171,,,0,0.0,0
LAN-arm,arm64,wireguard-tcp-fast,short-transfer,5.0,3,,,,,,,,,50.553,0.224,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,160.592,0.728,,,,,,,,,,,,,0,0.0,,,,,,,4.29,0.032,4.632,0.036,4.891,0.115,,,0,0.0,0
LAN-arm,arm64,wireguard-tcp-fast,short-transfer,10.0,3,,,,,,,,,50.738,0.289,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,159.95,0.455,,,,,,,,,,,,,0,0.0,,,,,,,4.299,0.025,4.634,0.032,4.975,0.151,,,0,0.0,0
LAN-arm,arm64,wireguard-tcp-fast,short-transfer,20.0,3,,,,,,,,,50.915,0.562,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,160.515,1.058,,,,,,,,,,,,,0,0.0,,,,,,,4.276,0.01,4.614,0.02,5.033,0.215,,,0,0.0,0
LAN-arm,arm64,wireguard-tcp-fast,ssh-interactive,0.0,3,,,,,,,,,0.698,0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,5.332,5.089,0.249,0.174,0.584,0.015,0.22,0.027,0,0.0,,,,,,,,,,,,,,,0,0.0,30
LAN-arm,arm64,wireguard-tcp-fast,ssh-interactive,0.5,3,,,,,,,,,0.592,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,3.724,1.327,0.187,0.035,0.586,0.004,0.202,0.017,0,0.0,,,,,,,,,,,,,,,0,0.0,28
LAN-arm,arm64,wireguard-tcp-fast,ssh-interactive,1.0,3,,,,,,,,,0.648,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,3.123,0.878,0.156,0.041,0.566,0.009,0.197,0.007,0,0.0,,,,,,,,,,,,,,,0,0.0,30
LAN-arm,arm64,wireguard-tcp-fast,ssh-interactive,2.0,3,,,,,,,,,0.652,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,1.522,0.554,0.123,0.027,0.557,0.003,0.214,0.019,0,0.0,,,,,,,,,,,,,,,0,0.0,25
LAN-arm,arm64,wireguard-tcp-fast,ssh-interactive,3.0,3,,,,,,,,,0.651,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,3.971,3.189,0.19,0.099,0.569,0.023,0.212,0.013,0,0.0,,,,,,,,,,,,,,,0,0.0,29
LAN-arm,arm64,wireguard-tcp-fast,ssh-interactive,5.0,3,,,,,,,,,0.75,0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,4.459,2.164,0.191,0.05,0.57,0.012,0.215,0.028,0,0.0,,,,,,,,,,,,,,,0,0.0,26
LAN-arm,arm64,wireguard-tcp-fast,ssh-interactive,10.0,3,,,,,,,,,0.622,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,2.756,1.748,0.159,0.03,0.561,0.01,0.192,0.01,0,0.0,,,,,,,,,,,,,,,0,0.0,29
LAN-arm,arm64,wireguard-tcp-fast,ssh-interactive,20.0,3,,,,,,,,,0.655,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,3.227,2.365,0.164,0.05,0.572,0.012,0.212,0.016,0,0.0,,,,,,,,,,,,,,,0,0.0,28
LAN-arm,arm64,wireguard-tcp-fast,web-mix,0.0,3,55.963,2.714,27.95,2.353,6.323,0.979,15.183,1.7,,,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,36.497,24.111,5.45,1.582,0.564,0.024,52040.117,9859.389,6.337,4.029,,,,,,,,,,,0,0.0,65.587,6.3,48.31,15.946,10.9,0.347,,,,,,,15.137,1.272,0,0.0,0
LAN-arm,arm64,wireguard-tcp-fast,web-mix,0.5,3,47.393,3.113,22.173,0.926,6.203,1.221,12.067,0.601,,,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,26.977,11.051,4.02,0.426,0.617,0.039,63281.967,3554.409,3.87,1.999,,,,,,,,,,,0,0.0,52.833,3.209,34.607,6.243,15.0,4.436,,,,,,,11.27,2.215,0,0.0,0
LAN-arm,arm64,wireguard-tcp-fast,web-mix,1.0,3,43.163,9.649,20.983,3.58,6.69,2.663,9.773,1.64,,,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,32.787,5.322,4.34,0.16,0.617,0.025,59934.8,5920.156,5.267,0.879,,,,,,,,,,,0,0.0,49.467,10.066,37.763,2.036,23.927,9.88,,,,,,,8.393,5.771,0,0.0,3
LAN-arm,arm64,wireguard-tcp-fast,web-mix,2.0,3,46.793,13.604,23.433,5.55,5.673,0.955,11.65,3.101,,,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,22.853,8.369,4.073,0.42,0.572,0.029,62827.973,2701.437,3.527,1.417,,,,,,,,,,,0,0.0,52.303,10.857,35.2,4.669,22.323,11.828,,,,,,,8.163,5.252,0,0.0,13
LAN-arm,arm64,wireguard-tcp-fast,web-mix,3.0,3,43.957,10.789,20.88,3.98,4.967,0.505,11.053,3.03,,,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,26.46,11.23,3.903,0.292,0.642,0.119,66614.567,4955.103,4.197,1.882,,,,,,,,,,,0,0.0,49.563,10.925,34.533,3.39,20.78,10.963,,,,,,,8.607,5.787,0,0.0,24
LAN-arm,arm64,wireguard-tcp-fast,web-mix,5.0,3,50.04,7.378,24.753,4.536,6.257,0.127,12.35,2.343,,,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,30.277,8.92,3.957,0.05,0.668,0.048,63099.057,3366.026,4.167,1.926,,,,,,,,,,,0,0.0,54.07,7.706,37.68,5.888,16.847,4.418,,,,,,,10.727,1.933,0,0.0,33
LAN-arm,arm64,wireguard-tcp-fast,web-mix,10.0,3,50.92,4.096,25.103,2.55,6.623,1.478,13.3,1.46,,,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,45.02,4.711,4.57,0.609,0.573,0.004,56188.6,3239.07,7.423,0.885,,,,,,,,,,,0,0.0,59.897,4.803,48.36,5.429,18.563,7.83,,,,,,,13.473,0.862,0,0.0,33
LAN-arm,arm64,wireguard-tcp-fast,web-mix,20.0,3,53.32,3.475,23.65,2.577,5.117,0.778,14.16,1.988,,,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,41.97,12.218,4.47,0.265,0.597,0.047,56629.44,3388.246,6.51,2.522,,,,,,,,,,,0,0.0,59.56,4.334,42.82,10.064,13.807,7.211,,,,,,,14.047,3.044,0,0.0,33
LAN-arm,arm64,wireguard-udp,long-transfer,0.0,3,,,,,,,,,72.069,0.272,2777.219,31.481,997.606,0.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,177602565.333,5299230.967,,,,,,,,,,,,,,,32513457606.667,237096006.999,0
LAN-arm,arm64,wireguard-udp,long-transfer,0.5,3,,,,,,,,,69.466,0.203,2318.097,8.214,992.235,0.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,177852828,6221016.741,,,,,,,,,,,,,,,28555903132,84722896.935,0
LAN-arm,arm64,wireguard-udp,long-transfer,1.0,3,,,,,,,,,60.959,5.607,1786.621,6.626,989.674,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,213888666.667,31344244.783,,,,,,,,,,,,,,,23882965617.333,58004867.517,0
LAN-arm,arm64,wireguard-udp,long-transfer,2.0,3,,,,,,,,,52.823,0.726,984.11,24.258,979.908,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,208527084,6838626.63,,,,,,,,,,,,,,,16916260386.667,181601673.18,0
LAN-arm,arm64,wireguard-udp,long-transfer,3.0,3,,,,,,,,,40.395,16.845,762.21,8.027,969.758,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,172000261.333,10835554.236,,,,,,,,,,,,,,,12114402053.333,4860814942.005,0
LAN-arm,arm64,wireguard-udp,long-transfer,5.0,3,,,,,,,,,41.035,0.071,292.334,190.468,949.737,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,75769964,45846779.769,,,,,,,,,,,,,,,7961556958.667,6349678486.187,0
LAN-arm,arm64,wireguard-udp,long-transfer,10.0,3,,,,,,,,,32.881,0.434,28.48,11.211,899.904,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,9427446.667,3364239.829,,,,,,,,,,,,,,,7954715585.333,102315098.676,0
LAN-arm,arm64,wireguard-udp,long-transfer,20.0,3,,,,,,,,,24.93,21.014,2.665,0.132,798.4,2.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,1265750.667,32861.949,,,,,,,,,,,,,,,4587884424,3951366654.465,0
LAN-arm,arm64,wireguard-udp,short-transfer,0.0,3,,,,,,,,,61.319,0.365,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,143.179,1.283,,,,,,,,,,,,,239415092,8192.422,,,,,,,4.527,0.049,6.45,0.049,7.638,0.292,,,5630501.333,63402.491,0
LAN-arm,arm64,wireguard-udp,short-transfer,0.5,3,,,,,,,,,44.697,2.999,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,75.749,13.15,,,,,,,,,,,,,239421993.333,4547.951,,,,,,,4.404,0.021,6.489,0.129,142.618,116.164,,,5582672,51318.161,0
LAN-arm,arm64,wireguard-udp,short-transfer,1.0,3,,,,,,,,,34.841,2.796,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,47.341,5.441,,,,,,,,,,,,,239420822.667,1412.88,,,,,,,4.403,0.045,6.811,0.343,1017.372,9.738,,,5640145.333,2423.143,0
LAN-arm,arm64,wireguard-udp,short-transfer,2.0,3,,,,,,,,,26.78,4.353,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,29.863,11.127,,,,,,,,,,,,,239432980,2983.477,,,,,,,4.429,0.006,140.562,115.876,1036.23,25.572,,,5541440,56239.372,0
LAN-arm,arm64,wireguard-udp,short-transfer,3.0,3,,,,,,,,,23.574,0.078,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,22.557,2.932,,,,,,,,,,,,,239434236,2905.396,,,,,,,4.382,0.075,143.67,116.261,1049.548,16.326,,,5433018.667,54294.449,0
LAN-arm,arm64,wireguard-udp,short-transfer,5.0,3,,,,,,,,,20.452,0.958,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,15.042,2.378,,,,,,,,,,,,,239445669.333,7054.213,,,,,,,4.417,0.065,546.375,412.05,1058.607,3.694,,,5345378.667,66588.119,0
LAN-arm,arm64,wireguard-udp,short-transfer,10.0,3,,,,,,,,,16.178,0.435,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,6.455,0.486,,,,,,,,,,,,,239472281.333,5293.804,,,,,,,4.458,0.055,1045.92,2.372,1268.732,5.373,,,5187122.667,42575.714,0
LAN-arm,arm64,wireguard-udp,short-transfer,20.0,3,,,,,,,,,13.802,0.298,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,2.761,0.075,,,,,,,,,,,,,239528232,10641.005,,,,,,,6.045,0.063,1380.613,88.19,2582.134,502.391,,,4990358.667,97023.848,0
LAN-arm,arm64,wireguard-udp,ssh-interactive,0.0,3,,,,,,,,,0.506,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,2.918,1.123,0.147,0.02,0.506,0.02,0.182,0.01,132073.333,53.116,,,,,,,,,,,,,,,132292,103.923,0
LAN-arm,arm64,wireguard-udp,ssh-interactive,0.5,3,,,,,,,,,0.514,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,0.467,0.153,,,,,,,,,,,,,1.919,0.411,0.132,0.01,0.533,0.003,0.189,0.022,131477.333,210.764,,,,,,,,,,,,,,,131634.667,295.685,0
LAN-arm,arm64,wireguard-udp,ssh-interactive,1.0,3,,,,,,,,,0.56,0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,1.033,0.681,,,,,,,,,,,,,2.026,1.234,0.143,0.043,0.543,0.056,0.21,0.006,130814.667,887.029,,,,,,,,,,,,,,,130969.333,972.916,0
LAN-arm,arm64,wireguard-udp,ssh-interactive,2.0,3,,,,,,,,,0.634,0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.557,,,,,,,,,,,,,3.244,2.441,0.163,0.058,0.533,0.024,0.212,0.015,129514.667,754.468,,,,,,,,,,,,,,,129672,810.521,0
LAN-arm,arm64,wireguard-udp,ssh-interactive,3.0,3,,,,,,,,,0.56,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,3.367,0.451,,,,,,,,,,,,,2.266,0.332,0.126,0.01,0.547,0.018,0.214,0.01,127764,530.102,,,,,,,,,,,,,,,127982.667,486.232,0
LAN-arm,arm64,wireguard-udp,ssh-interactive,5.0,3,,,,,,,,,0.596,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,5.133,0.577,,,,,,,,,,,,,1.908,0.593,0.136,0.006,0.595,0.03,0.228,0.031,125536,743.817,,,,,,,,,,,,,,,125629.333,775.632,0
LAN-arm,arm64,wireguard-udp,ssh-interactive,10.0,3,,,,,,,,,0.51,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,10.567,0.896,,,,,,,,,,,,,2.156,0.253,0.133,0.006,0.565,0.002,0.201,0.016,118996,1621.51,,,,,,,,,,,,,,,118894.667,1204.633,0
LAN-arm,arm64,wireguard-udp,ssh-interactive,20.0,3,,,,,,,,,0.647,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,20.667,0.513,,,,,,,,,,,,,8.85,5.919,0.346,0.18,0.632,0.029,0.227,0.008,105653.333,815.062,,,,,,,,,,,,,,,105682.667,756.839,0
LAN-arm,arm64,wireguard-udp,web-mix,0.0,3,49.727,3.259,23.687,1.403,5.157,0.938,12.813,2.632,,,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,14.047,3.202,3.85,0.233,0.552,0.014,61593.917,2916.7,2.207,0.459,,,,,,,,,,,1698077.333,18336.879,55.58,3.35,30.723,1.139,15.97,4.059,,,,,,,11.16,2.807,290832,6380.47,0
LAN-arm,arm64,wireguard-udp,web-mix,0.5,3,429.427,517.218,35.437,6.654,5.307,0.834,62.253,68.619,6.03,0,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,208.46,0.61,5.94,1.308,0.43,0.232,12785.183,6833.415,14.81,1.579,,,,,,,,,,,1678686.667,9327.347,432.607,513.919,58.093,6.514,41.733,19.762,,,,,,,54.867,74.169,290410.667,3994.439,0
LAN-arm,arm64,wireguard-udp,web-mix,1.0,3,156.86,95.551,26.857,7.901,5.947,1.357,29.14,17.542,,,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,210.75,0.783,6.113,0.432,0.538,0.002,17883.787,173.504,20.59,3.662,,,,,,,,,,,1679598.667,12095.793,159.57,92.445,46.42,10.019,17.8,8.883,,,,,,,26.6,14.587,294773.333,1829.349,0
LAN-arm,arm64,wireguard-udp,web-mix,2.0,3,1033.333,15.275,58.713,27.325,4.92,0.375,177.993,56.029,6.25,0.354,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,213.313,4.675,6.763,1.07,0.278,0.222,4300.39,501.618,27.277,2.072,,,,,,,,,,,1677140,20208.768,1033.333,15.275,68.383,22.767,18.977,10.668,,,,,,,176.223,56.695,295216,11297.904,0
LAN-arm,arm64,wireguard-udp,web-mix,3.0,3,1376.667,574.485,66.583,33.089,4.063,0.378,214.413,111.773,4.863,1.603,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,278.577,117.878,7.527,1.185,0.138,0.007,3923.677,1474.129,31.11,3.309,,,,,,,,,,,1674653.333,6663.527,1376.667,574.485,78.867,27.17,16.91,7.897,,,,,,,211.893,112.888,294261.333,5219.271,0
LAN-arm,arm64,wireguard-udp,web-mix,5.0,3,1100.0,121.655,67.873,16.745,5.287,1.612,190.513,49.841,6.77,0.382,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,414.02,202.257,11.213,3.155,0.283,0.218,3586.493,791.854,43.75,9.929,,,,,,,,,,,1693886.667,16280.221,1100.0,121.655,77.07,23.151,14.673,5.278,,,,,,,188.93,49.031,298876,16618.403,0
LAN-arm,arm64,wireguard-udp,web-mix,10.0,3,1723.333,408.207,159.83,29.216,4.31,0.36,387.807,63.438,5.123,1.596,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,684.643,118.885,17.433,2.086,0.149,0.015,2702.05,264.945,61.143,4.252,,,,,,,,,,,1700270.667,18595.566,1723.333,408.207,170.18,33.913,15.36,4.217,,,,,,,384.377,61.95,300832,3892.738,0
LAN-arm,arm64,wireguard-udp,web-mix,20.0,3,2826.667,1132.711,398.58,154.956,4.24,0.142,656.72,184.683,2.366,0.726,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,2884.68,3043.173,52.843,12.372,0.144,0.003,1284.947,559.239,196.037,124.62,,,,,,,,,,,1724161.333,11062.234,2830.0,1138.464,440.53,139.015,9.95,3.125,,,,,,,661.74,180.327,305776,2310.712,0
LAN-x64,x86_64,wireguard-tcp-fast,long-transfer,0.0,3,,,,,,,,,73.538,1.37,2789.386,20.728,964.599,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,0,0.0,34
LAN-x64,x86_64,wireguard-tcp-fast,long-transfer,0.5,3,,,,,,,,,72.788,0.221,2764.595,52.65,969.561,3.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,0,0.0,28
LAN-x64,x86_64,wireguard-tcp-fast,long-transfer,1.0,3,,,,,,,,,73.369,2.27,2731.242,5.124,974.707,1.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,0,0.0,23
LAN-x64,x86_64,wireguard-tcp-fast,long-transfer,2.0,3,,,,,,,,,74.836,1.462,2769.111,40.844,961.893,5.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,0,0.0,33
LAN-x64,x86_64,wireguard-tcp-fast,long-transfer,3.0,3,,,,,,,,,74.048,0.822,2790.886,13.384,966.872,4.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,0,0.0,32
LAN-x64,x86_64,wireguard-tcp-fast,long-transfer,5.0,3,,,,,,,,,74.526,1.256,2749.286,23.975,971.531,1.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,0,0.0,24
LAN-x64,x86_64,wireguard-tcp-fast,long-transfer,10.0,3,,,,,,,,,74.627,1.312,2751.21,29.414,968.606,5.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,0,0.0,27
LAN-x64,x86_64,wireguard-tcp-fast,long-transfer,20.0,3,,,,,,,,,73.571,1.228,2769.447,21.209,953.657,13.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,0,0.0,34
LAN-x64,x86_64,wireguard-tcp-fast,short-transfer,0.0,3,,,,,,,,,53.523,0.201,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,152.549,2.957,,,,,,,,,,,,,10.667,18.475,,,,,,,4.145,0.061,4.825,0.378,6.076,0.834,,,0,0.0,0
LAN-x64,x86_64,wireguard-tcp-fast,short-transfer,0.5,3,,,,,,,,,53.443,1.164,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,152.873,2.088,,,,,,,,,,,,,0,0.0,,,,,,,4.097,0.05,5.079,0.513,6.311,0.566,,,0,0.0,0
LAN-x64,x86_64,wireguard-tcp-fast,short-transfer,1.0,3,,,,,,,,,53.334,0.894,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,149.48,7.01,,,,,,,,,,,,,0,0.0,,,,,,,4.088,0.011,5.241,0.365,6.654,0.842,,,0,0.0,0
LAN-x64,x86_64,wireguard-tcp-fast,short-transfer,2.0,3,,,,,,,,,52.939,0.255,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,153.81,1.093,,,,,,,,,,,,,0,0.0,,,,,,,4.087,0.003,4.815,0.113,6.18,0.293,,,0,0.0,0
LAN-x64,x86_64,wireguard-tcp-fast,short-transfer,3.0,3,,,,,,,,,53.589,0.382,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,152.597,6.065,,,,,,,,,,,,,0,0.0,,,,,,,4.029,0.033,4.65,0.155,6.183,0.98,,,0,0.0,0
LAN-x64,x86_64,wireguard-tcp-fast,short-transfer,5.0,3,,,,,,,,,53.478,0.965,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,154.982,2.234,,,,,,,,,,,,,0,0.0,,,,,,,4.068,0.034,4.749,0.153,5.637,0.271,,,0,0.0,0
